,geometry,SpeedLimit,STREETNAME,Over_pct,O5mph_pct,Speed_avg,SpeedO_avg,Spd5O_avg,element_type,highway,nodes,lanes,maxspeed,name,oneway_no,oneway_yes
168,"LINESTRING (-122.40741973740488 37.76448782956115, -122.40730484745531 37.76318780190267)",25,POTRERO AVE,73.0,35.5,27.62,29.91,32.99,way,residential,"[65290949, 65290947]",nan,25,Mariposa Street,1,0
168,"LINESTRING (-122.40741973740488 37.76448782956115, -122.40730484745531 37.76318780190267)",25,POTRERO AVE,73.0,35.5,27.62,29.91,32.99,way,residential,"[65290947, 65290949]",nan,25,Mariposa Street,1,0
169,"LINESTRING (-122.40669900153416 37.75683373379676, -122.40663134657902 37.756746463900576, -122.40658829424186 37.756257190019014, -122.40663579991313 37.75616698371996)",25,POTRERO AVE,80.0,35.5,28.3,30.03,33.83,way,residential,"[65308735, 261510697]",nan,25,22nd Street,1,0
170,"LINESTRING (-122.40669900153416 37.75683373379676, -122.40674198591789 37.75674204968214, -122.40669819260592 37.756250915869394, -122.40663579991313 37.75616698371996)",25,POTRERO AVE,80.0,35.5,28.3,30.03,33.83,way,residential,"[65308735, 261510697]",nan,25,22nd Street,1,0
169,"LINESTRING (-122.40669900153416 37.75683373379676, -122.40663134657902 37.756746463900576, -122.40658829424186 37.756257190019014, -122.40663579991313 37.75616698371996)",25,POTRERO AVE,80.0,35.5,28.3,30.03,33.83,way,residential,"[261510697, 65308735]",nan,25,22nd Street,1,0
170,"LINESTRING (-122.40669900153416 37.75683373379676, -122.40674198591789 37.75674204968214, -122.40669819260592 37.756250915869394, -122.40663579991313 37.75616698371996)",25,POTRERO AVE,80.0,35.5,28.3,30.03,33.83,way,residential,"[261510697, 65308735]",nan,25,22nd Street,1,0
169,"LINESTRING (-122.40669900153416 37.75683373379676, -122.40663134657902 37.756746463900576, -122.40658829424186 37.756257190019014, -122.40663579991313 37.75616698371996)",25,POTRERO AVE,80.0,35.5,28.3,30.03,33.83,way,secondary,"[261510697, 261510687]",2,25,Potrero Avenue,0,1
171,"LINESTRING (-122.40663579991313 37.75616698371996, -122.40656352378674 37.7560803040872, -122.40643190568038 37.754654246228185, -122.4064804580592 37.75456421236116)",25,POTRERO AVE,80.0,35.5,28.3,30.03,33.83,way,residential,"[65308740, 261510709]",nan,25,23rd Street,1,0
172,"LINESTRING (-122.40663579991313 37.75616698371996, -122.40668477963959 37.756075130452565, -122.40654246319785 37.75465034980149, -122.4064804580592 37.75456421236116)",25,POTRERO AVE,80.0,35.5,28.3,30.03,33.83,way,residential,"[65308740, 261510709]",nan,25,23rd Street,1,0
171,"LINESTRING (-122.40663579991313 37.75616698371996, -122.40656352378674 37.7560803040872, -122.40643190568038 37.754654246228185, -122.4064804580592 37.75456421236116)",25,POTRERO AVE,80.0,35.5,28.3,30.03,33.83,way,residential,"[261510709, 65308740]",nan,25,23rd Street,1,0
172,"LINESTRING (-122.40663579991313 37.75616698371996, -122.40668477963959 37.756075130452565, -122.40654246319785 37.75465034980149, -122.4064804580592 37.75456421236116)",25,POTRERO AVE,80.0,35.5,28.3,30.03,33.83,way,residential,"[261510709, 65308740]",nan,25,23rd Street,1,0
171,"LINESTRING (-122.40663579991313 37.75616698371996, -122.40656352378674 37.7560803040872, -122.40643190568038 37.754654246228185, -122.4064804580592 37.75456421236116)",25,POTRERO AVE,80.0,35.5,28.3,30.03,33.83,way,secondary,"[261510709, 261510697]",2,25,Potrero Avenue,0,1
174,"LINESTRING (-122.45746755316897 37.74096880687782, -122.45795173582911 37.740726212718386, -122.45818499998875 37.740635399164255)",35,PORTOLA DR,54.5,21.0,35.52,39.11,42.48,way,residential,"[65340410, 65332714]",nan,25,Rex Avenue,1,0
174,"LINESTRING (-122.45746755316897 37.74096880687782, -122.45795173582911 37.740726212718386, -122.45818499998875 37.740635399164255)",35,PORTOLA DR,54.5,21.0,35.52,39.11,42.48,way,residential,"[65332714, 65340410]",nan,25,Rex Avenue,1,0
175,"LINESTRING (-122.45818499998875 37.740635399164255, -122.45874997735845 37.740499004470955, -122.4589046645023 37.740535221872584)",35,PORTOLA DR,54.5,21.0,35.52,39.11,42.48,way,tertiary,"[2317760653, 2325127199]",1,25,Portola Drive,0,1
175,"LINESTRING (-122.45818499998875 37.740635399164255, -122.45874997735845 37.740499004470955, -122.4589046645023 37.740535221872584)",35,PORTOLA DR,54.5,21.0,35.52,39.11,42.48,way,tertiary,"[65332546, 258958635]",1,25,Miraloma Drive,0,1
176,"LINESTRING (-122.45636074169943 37.74166815254478, -122.4574844282977 37.74106558634843, -122.45771074441373 37.7409584219636, -122.45804437248704 37.740831644821014, -122.45811959163272 37.74078760624176, -122.45846257599956 37.74067493538803, -122.458766362845 37.74060926889299, -122.4589046645023 37.740535221872584)",35,PORTOLA DR,54.5,21.0,35.52,39.11,42.48,way,tertiary,"[65332546, 258958635]",1,25,Miraloma Drive,0,1
175,"LINESTRING (-122.45818499998875 37.740635399164255, -122.45874997735845 37.740499004470955, -122.4589046645023 37.740535221872584)",35,PORTOLA DR,54.5,21.0,35.52,39.11,42.48,way,primary,"[258958635, 2325127199]",2,35,Portola Drive,0,1
176,"LINESTRING (-122.45636074169943 37.74166815254478, -122.4574844282977 37.74106558634843, -122.45771074441373 37.7409584219636, -122.45804437248704 37.740831644821014, -122.45811959163272 37.74078760624176, -122.45846257599956 37.74067493538803, -122.458766362845 37.74060926889299, -122.4589046645023 37.740535221872584)",35,PORTOLA DR,54.5,21.0,35.52,39.11,42.48,way,primary,"[65332714, 65332720]",2,35,Portola Drive,0,1
177,"LINESTRING (-122.4589046645023 37.740535221872584, -122.4590508533991 37.740456795217725, -122.4603461008491 37.740325608417926, -122.46094288798173 37.74024738465958, -122.46106405201762 37.74029377051645)",35,PORTOLA DR,54.5,21.0,35.52,39.11,42.48,way,residential,"[2317635436, 2317635493]",nan,25,San Pablo Avenue,0,1
177,"LINESTRING (-122.4589046645023 37.740535221872584, -122.4590508533991 37.740456795217725, -122.4603461008491 37.740325608417926, -122.46094288798173 37.74024738465958, -122.46106405201762 37.74029377051645)",35,PORTOLA DR,54.5,21.0,35.52,39.11,42.48,way,primary,"[258958636, 2317635493]",2,35,Portola Drive,0,1
177,"LINESTRING (-122.4589046645023 37.740535221872584, -122.4590508533991 37.740456795217725, -122.4603461008491 37.740325608417926, -122.46094288798173 37.74024738465958, -122.46106405201762 37.74029377051645)",35,PORTOLA DR,54.5,21.0,35.52,39.11,42.48,way,primary,"[2317635493, 258958635]",2,35,Portola Drive,0,1
177,"LINESTRING (-122.4589046645023 37.740535221872584, -122.4590508533991 37.740456795217725, -122.4603461008491 37.740325608417926, -122.46094288798173 37.74024738465958, -122.46106405201762 37.74029377051645)",35,PORTOLA DR,54.5,21.0,35.52,39.11,42.48,way,tertiary,"[258958635, 2325127359]",1,25,Miraloma Drive,0,1
178,"LINESTRING (-122.4589046645023 37.740535221872584, -122.45932667397146 37.74054768720673, -122.46034631396648 37.740435249599116, -122.460951330956 37.740360082746925, -122.46106405201762 37.74029377051645)",35,PORTOLA DR,54.5,21.0,35.52,39.11,42.48,way,tertiary,"[258958635, 2325127359]",1,25,Miraloma Drive,0,1
178,"LINESTRING (-122.4589046645023 37.740535221872584, -122.45932667397146 37.74054768720673, -122.46034631396648 37.740435249599116, -122.460951330956 37.740360082746925, -122.46106405201762 37.74029377051645)",35,PORTOLA DR,54.5,21.0,35.52,39.11,42.48,way,primary,"[2325127186, 65332533]","['2', '3']",35,Portola Drive,0,1
178,"LINESTRING (-122.4589046645023 37.740535221872584, -122.45932667397146 37.74054768720673, -122.46034631396648 37.740435249599116, -122.460951330956 37.740360082746925, -122.46106405201762 37.74029377051645)",35,PORTOLA DR,54.5,21.0,35.52,39.11,42.48,way,primary,"[65332541, 2325127186]",2,35,Portola Drive,0,1
178,"LINESTRING (-122.4589046645023 37.740535221872584, -122.45932667397146 37.74054768720673, -122.46034631396648 37.740435249599116, -122.460951330956 37.740360082746925, -122.46106405201762 37.74029377051645)",35,PORTOLA DR,54.5,21.0,35.52,39.11,42.48,way,residential,"[315429861, 2325127186]",nan,25,Kensington Way,0,1
179,"LINESTRING (-122.46106405201762 37.74029377051645, -122.46121941647806 37.740213812206925, -122.46198273885717 37.740143950232, -122.46282394544508 37.74004425471125)",35,PORTOLA DR,54.5,21.0,35.52,39.11,42.48,way,primary_link,"[2317635138, 2317635181]",nan,25,nan,0,1
179,"LINESTRING (-122.46106405201762 37.74029377051645, -122.46121941647806 37.740213812206925, -122.46198273885717 37.740143950232, -122.46282394544508 37.74004425471125)",35,PORTOLA DR,54.5,21.0,35.52,39.11,42.48,way,primary,"[2317635138, 258958636]",2,35,Portola Drive,0,1
179,"LINESTRING (-122.46106405201762 37.74029377051645, -122.46121941647806 37.740213812206925, -122.46198273885717 37.740143950232, -122.46282394544508 37.74004425471125)",35,PORTOLA DR,54.5,21.0,35.52,39.11,42.48,way,residential,"[65332533, 258958636]",nan,25,San Pablo Avenue,1,0
180,"LINESTRING (-122.46106405201762 37.74029377051645, -122.46123621277223 37.74033855674797, -122.4626223514038 37.74016187540994, -122.46302181947812 37.74011949979757, -122.46374656588308 37.74004845664143)",35,PORTOLA DR,54.5,21.0,35.52,39.11,42.48,way,residential,"[65332533, 258958636]",nan,25,San Pablo Avenue,1,0
179,"LINESTRING (-122.46106405201762 37.74029377051645, -122.46121941647806 37.740213812206925, -122.46198273885717 37.740143950232, -122.46282394544508 37.74004425471125)",35,PORTOLA DR,54.5,21.0,35.52,39.11,42.48,way,residential,"[258958636, 65332533]",nan,25,San Pablo Avenue,1,0
180,"LINESTRING (-122.46106405201762 37.74029377051645, -122.46123621277223 37.74033855674797, -122.4626223514038 37.74016187540994, -122.46302181947812 37.74011949979757, -122.46374656588308 37.74004845664143)",35,PORTOLA DR,54.5,21.0,35.52,39.11,42.48,way,residential,"[258958636, 65332533]",nan,25,San Pablo Avenue,1,0
180,"LINESTRING (-122.46106405201762 37.74029377051645, -122.46123621277223 37.74033855674797, -122.4626223514038 37.74016187540994, -122.46302181947812 37.74011949979757, -122.46374656588308 37.74004845664143)",35,PORTOLA DR,54.5,21.0,35.52,39.11,42.48,way,primary,"[65332533, 2325127298]",2,35,Portola Drive,0,1
180,"LINESTRING (-122.46106405201762 37.74029377051645, -122.46123621277223 37.74033855674797, -122.4626223514038 37.74016187540994, -122.46302181947812 37.74011949979757, -122.46374656588308 37.74004845664143)",35,PORTOLA DR,54.5,21.0,35.52,39.11,42.48,way,residential,"[2325127298, 65325742]",nan,25,Dorchester Way,0,1
181,"LINESTRING (-122.44334726357057 37.750082608932566, -122.44329358628013 37.749995773197824, -122.44343608538648 37.74942040483684, -122.44357285829695 37.74914658271028, -122.4437165509538 37.748999169399525, -122.44394712553985 37.748694570959884, -122.44411482493761 37.74835989361999, -122.44407674695357 37.74802861007073, -122.44401157922478 37.74778593850812, -122.44402119636293 37.74752906737012, -122.44416576757932 37.74724543646208, -122.44432553670823 37.747084440564024, -122.44455366420107 37.74697474615001, -122.44471083617618 37.74691994706296, -122.44484722572241 37.74694537287518)",35,PORTOLA DR,12.5,2.5,29.82,38.0,42.0,way,residential,"[260494531, 65332678]",nan,25,Portola Drive,0,1
182,"LINESTRING (-122.44334726357057 37.750082608932566, -122.44344120197144 37.75001456550277, -122.44355341376135 37.74944320587174, -122.44370416956909 37.749176761959916, -122.44381024656664 37.74904034923593, -122.44409263542316 37.74868528972353, -122.44426695100475 37.74838023170356, -122.4442213423825 37.74803058379277, -122.44415834556874 37.74779052163955, -122.4441724537891 37.747555615754756, -122.44429242241004 37.74730853166394, -122.44442560982606 37.7471743214898, -122.44462014061705 37.74708078245774, -122.44474049106266 37.74704506616484, -122.44484722572241 37.74694537287518)",35,PORTOLA DR,12.5,2.5,29.82,38.0,42.0,way,residential,"[260494531, 65332678]",nan,25,Portola Drive,0,1
181,"LINESTRING (-122.44334726357057 37.750082608932566, -122.44329358628013 37.749995773197824, -122.44343608538648 37.74942040483684, -122.44357285829695 37.74914658271028, -122.4437165509538 37.748999169399525, -122.44394712553985 37.748694570959884, -122.44411482493761 37.74835989361999, -122.44407674695357 37.74802861007073, -122.44401157922478 37.74778593850812, -122.44402119636293 37.74752906737012, -122.44416576757932 37.74724543646208, -122.44432553670823 37.747084440564024, -122.44455366420107 37.74697474615001, -122.44471083617618 37.74691994706296, -122.44484722572241 37.74694537287518)",35,PORTOLA DR,12.5,2.5,29.82,38.0,42.0,way,secondary,"[65305549, 65305271]",3,25,Clipper Street,0,1
181,"LINESTRING (-122.44334726357057 37.750082608932566, -122.44329358628013 37.749995773197824, -122.44343608538648 37.74942040483684, -122.44357285829695 37.74914658271028, -122.4437165509538 37.748999169399525, -122.44394712553985 37.748694570959884, -122.44411482493761 37.74835989361999, -122.44407674695357 37.74802861007073, -122.44401157922478 37.74778593850812, -122.44402119636293 37.74752906737012, -122.44416576757932 37.74724543646208, -122.44432553670823 37.747084440564024, -122.44455366420107 37.74697474615001, -122.44471083617618 37.74691994706296, -122.44484722572241 37.74694537287518)",35,PORTOLA DR,12.5,2.5,29.82,38.0,42.0,way,primary_link,"[65332376, 6916427517]",nan,25,nan,0,1
181,"LINESTRING (-122.44334726357057 37.750082608932566, -122.44329358628013 37.749995773197824, -122.44343608538648 37.74942040483684, -122.44357285829695 37.74914658271028, -122.4437165509538 37.748999169399525, -122.44394712553985 37.748694570959884, -122.44411482493761 37.74835989361999, -122.44407674695357 37.74802861007073, -122.44401157922478 37.74778593850812, -122.44402119636293 37.74752906737012, -122.44416576757932 37.74724543646208, -122.44432553670823 37.747084440564024, -122.44455366420107 37.74697474615001, -122.44471083617618 37.74691994706296, -122.44484722572241 37.74694537287518)",35,PORTOLA DR,12.5,2.5,29.82,38.0,42.0,way,primary,"[65332376, 65332678]","['2', '3']",35,Portola Drive,0,1
182,"LINESTRING (-122.44334726357057 37.750082608932566, -122.44344120197144 37.75001456550277, -122.44355341376135 37.74944320587174, -122.44370416956909 37.749176761959916, -122.44381024656664 37.74904034923593, -122.44409263542316 37.74868528972353, -122.44426695100475 37.74838023170356, -122.4442213423825 37.74803058379277, -122.44415834556874 37.74779052163955, -122.4441724537891 37.747555615754756, -122.44429242241004 37.74730853166394, -122.44442560982606 37.7471743214898, -122.44462014061705 37.74708078245774, -122.44474049106266 37.74704506616484, -122.44484722572241 37.74694537287518)",35,PORTOLA DR,12.5,2.5,29.82,38.0,42.0,way,primary,"[65332376, 65332678]","['2', '3']",35,Portola Drive,0,1
182,"LINESTRING (-122.44334726357057 37.750082608932566, -122.44344120197144 37.75001456550277, -122.44355341376135 37.74944320587174, -122.44370416956909 37.749176761959916, -122.44381024656664 37.74904034923593, -122.44409263542316 37.74868528972353, -122.44426695100475 37.74838023170356, -122.4442213423825 37.74803058379277, -122.44415834556874 37.74779052163955, -122.4441724537891 37.747555615754756, -122.44429242241004 37.74730853166394, -122.44442560982606 37.7471743214898, -122.44462014061705 37.74708078245774, -122.44474049106266 37.74704506616484, -122.44484722572241 37.74694537287518)",35,PORTOLA DR,12.5,2.5,29.82,38.0,42.0,way,primary,"[260494531, 258926831]","['2', '3']",35,Portola Drive,0,1
182,"LINESTRING (-122.44334726357057 37.750082608932566, -122.44344120197144 37.75001456550277, -122.44355341376135 37.74944320587174, -122.44370416956909 37.749176761959916, -122.44381024656664 37.74904034923593, -122.44409263542316 37.74868528972353, -122.44426695100475 37.74838023170356, -122.4442213423825 37.74803058379277, -122.44415834556874 37.74779052163955, -122.4441724537891 37.747555615754756, -122.44429242241004 37.74730853166394, -122.44442560982606 37.7471743214898, -122.44462014061705 37.74708078245774, -122.44474049106266 37.74704506616484, -122.44484722572241 37.74694537287518)",35,PORTOLA DR,12.5,2.5,29.82,38.0,42.0,way,primary,"[1614214580, 65305271]",2,35,Portola Drive,0,1
182,"LINESTRING (-122.44334726357057 37.750082608932566, -122.44344120197144 37.75001456550277, -122.44355341376135 37.74944320587174, -122.44370416956909 37.749176761959916, -122.44381024656664 37.74904034923593, -122.44409263542316 37.74868528972353, -122.44426695100475 37.74838023170356, -122.4442213423825 37.74803058379277, -122.44415834556874 37.74779052163955, -122.4441724537891 37.747555615754756, -122.44429242241004 37.74730853166394, -122.44442560982606 37.7471743214898, -122.44462014061705 37.74708078245774, -122.44474049106266 37.74704506616484, -122.44484722572241 37.74694537287518)",35,PORTOLA DR,12.5,2.5,29.82,38.0,42.0,way,secondary,"[65305271, 258926831]",nan,25,Clipper Street,0,1
183,"LINESTRING (-122.50622149138731 37.77989536050415, -122.50729998209498 37.77998209446551)",30,POINT LOBOS AVE,25.5,5.0,26.92,33.18,38.0,way,residential,"[65345009, 65338809]",2,25,45th Avenue,1,0
183,"LINESTRING (-122.50622149138731 37.77989536050415, -122.50729998209498 37.77998209446551)",30,POINT LOBOS AVE,25.5,5.0,26.92,33.18,38.0,way,residential,"[65338809, 65345009]",2,25,45th Avenue,1,0
185,"LINESTRING (-122.44191562000121 37.78690033075331, -122.44355977881911 37.786690919143446)",30,PINE ST,35.0,4.0,28.35,32.71,38.25,way,residential,"[65301549, 65301554]",nan,25,Broderick Street,1,0
185,"LINESTRING (-122.44191562000121 37.78690033075331, -122.44355977881911 37.786690919143446)",30,PINE ST,35.0,4.0,28.35,32.71,38.25,way,residential,"[65301554, 65301549]",nan,25,Broderick Street,1,0
186,"LINESTRING (-122.45607963465534 37.71578782706015, -122.45608692019452 37.7166304793403)",25,PLYMOUTH AVE,36.76,7.68,22.79,28.18,32.66,way,residential,"[65301138, 1735978728]",nan,25,Minerva Street,0,1
187,"LINESTRING (-122.4565821245703 37.725808651580174, -122.45643702502817 37.72627720750182, -122.45641826732825 37.726494514077324, -122.45642154822892 37.72661915052194, -122.45645163408238 37.72675467739977, -122.45651759395643 37.727168139765965, -122.45653703904792 37.72758998178306)",25,PLYMOUTH AVE,20.42,3.74,19.22,28.05,32.75,way,residential,"[65310720, 65365344]",nan,25,San Ramon Way,1,0
187,"LINESTRING (-122.4565821245703 37.725808651580174, -122.45643702502817 37.72627720750182, -122.45641826732825 37.726494514077324, -122.45642154822892 37.72661915052194, -122.45645163408238 37.72675467739977, -122.45651759395643 37.727168139765965, -122.45653703904792 37.72758998178306)",25,PLYMOUTH AVE,20.42,3.74,19.22,28.05,32.75,way,residential,"[65365344, 65310720]",nan,25,San Ramon Way,1,0
187,"LINESTRING (-122.4565821245703 37.725808651580174, -122.45643702502817 37.72627720750182, -122.45641826732825 37.726494514077324, -122.45642154822892 37.72661915052194, -122.45645163408238 37.72675467739977, -122.45651759395643 37.727168139765965, -122.45653703904792 37.72758998178306)",25,PLYMOUTH AVE,20.42,3.74,19.22,28.05,32.75,way,residential,"[65309711, 65309715]",nan,25,Wildwood Way,1,0
187,"LINESTRING (-122.4565821245703 37.725808651580174, -122.45643702502817 37.72627720750182, -122.45641826732825 37.726494514077324, -122.45642154822892 37.72661915052194, -122.45645163408238 37.72675467739977, -122.45651759395643 37.727168139765965, -122.45653703904792 37.72758998178306)",25,PLYMOUTH AVE,20.42,3.74,19.22,28.05,32.75,way,residential,"[65309715, 65309711]",nan,25,Wildwood Way,1,0
188,"LINESTRING (-122.41226618705585 37.79067278390388, -122.4139158795537 37.79046311471932)",30,PINE ST,22.0,3.0,26.65,32.68,37.0,way,secondary,"[65319949, 65343967]",2,25,Taylor Street,0,1
189,"LINESTRING (-122.42871211101247 37.78857706793374, -122.43035591803937 37.788368312545764)",30,PINE ST,21.0,3.0,26.45,32.95,38.67,way,residential,"[65319027, 65319030]",nan,25,Laguna Street,1,0
189,"LINESTRING (-122.42871211101247 37.78857706793374, -122.43035591803937 37.788368312545764)",30,PINE ST,21.0,3.0,26.45,32.95,38.67,way,residential,"[65319030, 65319027]",nan,25,Laguna Street,1,0
190,"LINESTRING (-122.4523315610493 37.723080243335374, -122.45238150496925 37.72786836934809, -122.4523278681689 37.72830349291029)",25,PHELAN AVE,78.11,29.35,27.47,29.1,32.59,way,unclassified,"[2480394578, 1711296973]",nan,25,Frida Kahlo Way,1,0
190,"LINESTRING (-122.4523315610493 37.723080243335374, -122.45238150496925 37.72786836934809, -122.4523278681689 37.72830349291029)",25,PHELAN AVE,78.11,29.35,27.47,29.1,32.59,way,unclassified,"[1711296973, 2480394578]",nan,25,Frida Kahlo Way,1,0
190,"LINESTRING (-122.4523315610493 37.723080243335374, -122.45238150496925 37.72786836934809, -122.4523278681689 37.72830349291029)",25,PHELAN AVE,78.11,29.35,27.47,29.1,32.59,way,unclassified,"[1711296973, 1711296487]",nan,25,Frida Kahlo Way,0,1
190,"LINESTRING (-122.4523315610493 37.723080243335374, -122.45238150496925 37.72786836934809, -122.4523278681689 37.72830349291029)",25,PHELAN AVE,78.11,29.35,27.47,29.1,32.59,way,residential,"[1711296502, 1711296487]",nan,25,Judson Avenue,1,0
190,"LINESTRING (-122.4523315610493 37.723080243335374, -122.45238150496925 37.72786836934809, -122.4523278681689 37.72830349291029)",25,PHELAN AVE,78.11,29.35,27.47,29.1,32.59,way,residential,"[1711296487, 1711296502]",nan,25,Judson Avenue,1,0
190,"LINESTRING (-122.4523315610493 37.723080243335374, -122.45238150496925 37.72786836934809, -122.4523278681689 37.72830349291029)",25,PHELAN AVE,78.11,29.35,27.47,29.1,32.59,way,secondary,"[2480394582, 2480394574]",2,25,Ocean Avenue,0,1
191,"LINESTRING (-122.4523278681689 37.72830349291029, -122.45244157069835 37.72850248311112)",25,PHELAN AVE,78.11,29.35,27.47,29.1,32.59,way,unclassified,"[1711296967, 1711296502]",nan,25,Judson Avenue,0,1
191,"LINESTRING (-122.4523278681689 37.72830349291029, -122.45244157069835 37.72850248311112)",25,PHELAN AVE,78.11,29.35,27.47,29.1,32.59,way,residential,"[1711296967, 65352611]",nan,25,Frida Kahlo Way,0,1
192,"LINESTRING (-122.39312262863012 37.757650785149416, -122.39288410026582 37.75509563879601)",25,PENNSYLVANIA AVE,86.5,47.0,29.52,30.76,33.91,way,secondary,"[65324424, 65324427]",2,25,Pennsylvania Avenue,1,0
192,"LINESTRING (-122.39312262863012 37.757650785149416, -122.39288410026582 37.75509563879601)",25,PENNSYLVANIA AVE,86.5,47.0,29.52,30.76,33.91,way,secondary,"[65324427, 65324424]",2,25,Pennsylvania Avenue,1,0
192,"LINESTRING (-122.39312262863012 37.757650785149416, -122.39288410026582 37.75509563879601)",25,PENNSYLVANIA AVE,86.5,47.0,29.52,30.76,33.91,way,motorway,"[259395677, 767808208]",3,25,Southern Embarcadero Freeway,0,1
194,"LINESTRING (-122.39257792464414 37.75194219876596, -122.39253145680397 37.7514866883762)",25,PENNSYLVANIA AVE,83.0,45.5,28.82,30.31,33.04,way,motorway_link,"[65286610, 65283375]",1,25,nan,0,1
195,"LINESTRING (-122.39253145680397 37.7514866883762, -122.39238199283471 37.750021506325574)",25,PENNSYLVANIA AVE,83.0,45.5,28.82,30.31,33.04,way,primary,"[65324431, 1656766049]",2,30,Cesar Chavez Street,0,1
195,"LINESTRING (-122.39253145680397 37.7514866883762, -122.39238199283471 37.750021506325574)",25,PENNSYLVANIA AVE,83.0,45.5,28.82,30.31,33.04,way,primary,"[65283366, 65286610]",2,25,Pennsylvania Avenue,0,1
195,"LINESTRING (-122.39253145680397 37.7514866883762, -122.39238199283471 37.750021506325574)",25,PENNSYLVANIA AVE,83.0,45.5,28.82,30.31,33.04,way,motorway,"[65283381, 767741496]",3,65,"['John F Foran Freeway', 'Southern Embarcadero Freeway']",0,1
213,"LINESTRING (-122.39968548768056 37.73990197393598, -122.40155570068472 37.74096192799509)",30,OAKDALE AVE,54.5,14.0,30.02,33.47,37.71,way,motorway,"[65283381, 767741496]",3,65,"['John F Foran Freeway', 'Southern Embarcadero Freeway']",0,1
197,"LINESTRING (-122.39096788915649 37.73401387234893, -122.39277593107242 37.7350381011961)",25,PALOU AVE,54.5,10.5,25.08,28.01,32.24,way,primary,"[65300486, 65300495]",2,30,3rd Street,0,1
197,"LINESTRING (-122.39096788915649 37.73401387234893, -122.39277593107242 37.7350381011961)",25,PALOU AVE,54.5,10.5,25.08,28.01,32.24,way,tertiary,"[65343473, 65300495]","['2', '3']",25,Palou Avenue,1,0
197,"LINESTRING (-122.39096788915649 37.73401387234893, -122.39277593107242 37.7350381011961)",25,PALOU AVE,54.5,10.5,25.08,28.01,32.24,way,tertiary,"[65300495, 65343473]","['2', '3']",25,Palou Avenue,1,0
198,"LINESTRING (-122.39277593107242 37.7350381011961, -122.3946620590971 37.73610650568736)",25,PALOU AVE,54.5,10.5,25.08,28.01,32.24,way,residential,"[65305117, 65343473]",2,25,Newhall Street,1,0
198,"LINESTRING (-122.39277593107242 37.7350381011961, -122.3946620590971 37.73610650568736)",25,PALOU AVE,54.5,10.5,25.08,28.01,32.24,way,residential,"[65343473, 65305117]",2,25,Newhall Street,1,0
198,"LINESTRING (-122.39277593107242 37.7350381011961, -122.3946620590971 37.73610650568736)",25,PALOU AVE,54.5,10.5,25.08,28.01,32.24,way,tertiary,"[65321085, 65343473]",2,25,Palou Avenue,1,0
198,"LINESTRING (-122.39277593107242 37.7350381011961, -122.3946620590971 37.73610650568736)",25,PALOU AVE,54.5,10.5,25.08,28.01,32.24,way,tertiary,"[65343473, 65321085]",2,25,Palou Avenue,1,0
199,"LINESTRING (-122.3946620590971 37.73610650568736, -122.39568562716484 37.73668628353856)",25,PALOU AVE,54.5,10.5,25.08,28.01,32.24,way,residential,"[65321085, 65321083]",nan,25,Phelps Street,1,0
211,"LINESTRING (-122.39409283308188 37.736728652059455, -122.39511932951234 37.73731363187178)",30,OAKDALE AVE,32.0,3.0,27.65,32.47,37.0,way,residential,"[65321085, 65321083]",nan,25,Phelps Street,1,0
199,"LINESTRING (-122.3946620590971 37.73610650568736, -122.39568562716484 37.73668628353856)",25,PALOU AVE,54.5,10.5,25.08,28.01,32.24,way,residential,"[65321083, 65321085]",nan,25,Phelps Street,1,0
211,"LINESTRING (-122.39409283308188 37.736728652059455, -122.39511932951234 37.73731363187178)",30,OAKDALE AVE,32.0,3.0,27.65,32.47,37.0,way,residential,"[65321083, 65321085]",nan,25,Phelps Street,1,0
200,"LINESTRING (-122.39568562716484 37.73668628353856, -122.39651523605686 37.73715618446271)",25,PALOU AVE,54.5,10.5,25.08,28.01,32.24,way,residential,"[65323892, 65323900]",nan,25,Dunshee Street,1,0
200,"LINESTRING (-122.39568562716484 37.73668628353856, -122.39651523605686 37.73715618446271)",25,PALOU AVE,54.5,10.5,25.08,28.01,32.24,way,residential,"[65323900, 65323892]",nan,25,Dunshee Street,1,0
200,"LINESTRING (-122.39568562716484 37.73668628353856, -122.39651523605686 37.73715618446271)",25,PALOU AVE,54.5,10.5,25.08,28.01,32.24,way,tertiary,"[65292537, 65292527]",nan,25,Quint Street,1,0
200,"LINESTRING (-122.39568562716484 37.73668628353856, -122.39651523605686 37.73715618446271)",25,PALOU AVE,54.5,10.5,25.08,28.01,32.24,way,tertiary,"[65292527, 65292537]",nan,25,Quint Street,1,0
201,"LINESTRING (-122.42375837906793 37.772957392587635, -122.42383502648964 37.77304318681842, -122.42398548301425 37.77378867496743, -122.42394706119438 37.7738892381271)",30,OCTAVIA ST,0.96,0.0,17.26,32.0,0.0,way,residential,"[267455480, 267455448]",nan,25,Haight Street,0,1
202,"LINESTRING (-122.42375837906793 37.772957392587635, -122.42372060572964 37.77305773695696, -122.42387154091934 37.77380316336061, -122.42394706119438 37.7738892381271)",30,OCTAVIA ST,0.96,0.0,17.26,32.0,0.0,way,residential,"[267455480, 267455448]",nan,25,Haight Street,0,1
