,geometry,SpeedLimit,STREETNAME,Over_pct,O5mph_pct,Speed_avg,SpeedO_avg,Spd5O_avg,element_type,highway,nodes,lanes,maxspeed,name,oneway_no,oneway_yes
61,"LINESTRING (-122.3954052699615 37.79668289582593, -122.39555962034542 37.79668608699367, -122.39604021146992 37.79720080862575, -122.39668399724364 37.79794139897773, -122.3976973264045 37.79906891174478, -122.39766994898069 37.79923448263957)",30,THE EMBARCADERO,46.0,14.5,29.55,33.96,38.21,way,tertiary,"[258965616, 65373364]",nan,25,Washington Street,1,0
62,"LINESTRING (-122.3954052699615 37.79668289582593, -122.39536065765412 37.79685529593095, -122.3964235890529 37.79801322373603, -122.39747388266571 37.799198944243955, -122.39766994898069 37.79923448263957)",30,THE EMBARCADERO,46.0,14.5,29.55,33.96,38.21,way,tertiary,"[258965616, 65373364]",nan,25,Washington Street,1,0
61,"LINESTRING (-122.3954052699615 37.79668289582593, -122.39555962034542 37.79668608699367, -122.39604021146992 37.79720080862575, -122.39668399724364 37.79794139897773, -122.3976973264045 37.79906891174478, -122.39766994898069 37.79923448263957)",30,THE EMBARCADERO,46.0,14.5,29.55,33.96,38.21,way,tertiary,"[65373364, 258965616]",nan,25,Washington Street,1,0
62,"LINESTRING (-122.3954052699615 37.79668289582593, -122.39536065765412 37.79685529593095, -122.3964235890529 37.79801322373603, -122.39747388266571 37.799198944243955, -122.39766994898069 37.79923448263957)",30,THE EMBARCADERO,46.0,14.5,29.55,33.96,38.21,way,tertiary,"[65373364, 258965616]",nan,25,Washington Street,1,0
61,"LINESTRING (-122.3954052699615 37.79668289582593, -122.39555962034542 37.79668608699367, -122.39604021146992 37.79720080862575, -122.39668399724364 37.79794139897773, -122.3976973264045 37.79906891174478, -122.39766994898069 37.79923448263957)",30,THE EMBARCADERO,46.0,14.5,29.55,33.96,38.21,way,primary,"[258965618, 258965616]","['2', '3', '4']",30,The Embarcadero,0,1
63,"LINESTRING (-122.3991302425134 37.800896477147404, -122.39932434849686 37.800911294114655, -122.4019268456456 37.8038539347208, -122.40197342698973 37.804072250274515)",35,THE EMBARCADERO,20.5,6.0,31.15,38.95,43.67,way,residential,"[258965620, 65345229]",2,25,Green Street,1,0
64,"LINESTRING (-122.3991302425134 37.800896477147404, -122.39909993897693 37.80105066006546, -122.40173386361474 37.80397294057005, -122.40197342698973 37.804072250274515)",35,THE EMBARCADERO,20.5,6.0,31.15,38.95,43.67,way,residential,"[258965620, 65345229]",2,25,Green Street,1,0
63,"LINESTRING (-122.3991302425134 37.800896477147404, -122.39932434849686 37.800911294114655, -122.4019268456456 37.8038539347208, -122.40197342698973 37.804072250274515)",35,THE EMBARCADERO,20.5,6.0,31.15,38.95,43.67,way,residential,"[65345229, 258965620]",2,25,Green Street,1,0
64,"LINESTRING (-122.3991302425134 37.800896477147404, -122.39909993897693 37.80105066006546, -122.40173386361474 37.80397294057005, -122.40197342698973 37.804072250274515)",35,THE EMBARCADERO,20.5,6.0,31.15,38.95,43.67,way,residential,"[65345229, 258965620]",2,25,Green Street,1,0
63,"LINESTRING (-122.3991302425134 37.800896477147404, -122.39932434849686 37.800911294114655, -122.4019268456456 37.8038539347208, -122.40197342698973 37.804072250274515)",35,THE EMBARCADERO,20.5,6.0,31.15,38.95,43.67,way,primary,"[280836272, 258965620]",2,30,The Embarcadero,0,1
63,"LINESTRING (-122.3991302425134 37.800896477147404, -122.39932434849686 37.800911294114655, -122.4019268456456 37.8038539347208, -122.40197342698973 37.804072250274515)",35,THE EMBARCADERO,20.5,6.0,31.15,38.95,43.67,way,tertiary,"[612028717, 280836272]",nan,25,Battery Street,0,1
63,"LINESTRING (-122.3991302425134 37.800896477147404, -122.39932434849686 37.800911294114655, -122.4019268456456 37.8038539347208, -122.40197342698973 37.804072250274515)",35,THE EMBARCADERO,20.5,6.0,31.15,38.95,43.67,way,busway,"[6319307883, 612028717]",nan,25,The Embarcadero,1,0
63,"LINESTRING (-122.3991302425134 37.800896477147404, -122.39932434849686 37.800911294114655, -122.4019268456456 37.8038539347208, -122.40197342698973 37.804072250274515)",35,THE EMBARCADERO,20.5,6.0,31.15,38.95,43.67,way,busway,"[612028717, 6319307883]",nan,25,The Embarcadero,1,0
64,"LINESTRING (-122.3991302425134 37.800896477147404, -122.39909993897693 37.80105066006546, -122.40173386361474 37.80397294057005, -122.40197342698973 37.804072250274515)",35,THE EMBARCADERO,20.5,6.0,31.15,38.95,43.67,way,primary,"[65345229, 65373502]","['2', '3']",30,The Embarcadero,0,1
64,"LINESTRING (-122.3991302425134 37.800896477147404, -122.39909993897693 37.80105066006546, -122.40173386361474 37.80397294057005, -122.40197342698973 37.804072250274515)",35,THE EMBARCADERO,20.5,6.0,31.15,38.95,43.67,way,tertiary,"[65373502, 612028717]",nan,25,Battery Street,0,1
65,"LINESTRING (-122.44212764839804 37.78152887542786, -122.44251012606782 37.78150466780478, -122.44297217999649 37.78146039765028)",25,TERRA VISTA AVE,25.72,5.42,20.86,28.23,32.83,way,residential,"[65336892, 65315878]",nan,25,Baker Street,1,0
65,"LINESTRING (-122.44212764839804 37.78152887542786, -122.44251012606782 37.78150466780478, -122.44297217999649 37.78146039765028)",25,TERRA VISTA AVE,25.72,5.42,20.86,28.23,32.83,way,residential,"[65315878, 65336892]",nan,25,Baker Street,1,0
65,"LINESTRING (-122.44212764839804 37.78152887542786, -122.44251012606782 37.78150466780478, -122.44297217999649 37.78146039765028)",25,TERRA VISTA AVE,25.72,5.42,20.86,28.23,32.83,way,residential,"[65333862, 65336892]",nan,25,Terra Vista Avenue,1,0
65,"LINESTRING (-122.44212764839804 37.78152887542786, -122.44251012606782 37.78150466780478, -122.44297217999649 37.78146039765028)",25,TERRA VISTA AVE,25.72,5.42,20.86,28.23,32.83,way,residential,"[65336892, 65333862]",nan,25,Terra Vista Avenue,1,0
66,"LINESTRING (-122.38830606804734 37.78179823552144, -122.38839525522097 37.781910111690856, -122.38838141443664 37.78213856483651, -122.38837481172747 37.782480149826505, -122.38820828007321 37.784631238170434, -122.38802334377449 37.78477361420571)",30,THE EMBARCADERO,62.5,19.0,31.22,34.1,38.92,way,primary,"[258965488, 6311883027]","['2', '4']",30,The Embarcadero,0,1
66,"LINESTRING (-122.38830606804734 37.78179823552144, -122.38839525522097 37.781910111690856, -122.38838141443664 37.78213856483651, -122.38837481172747 37.782480149826505, -122.38820828007321 37.784631238170434, -122.38802334377449 37.78477361420571)",30,THE EMBARCADERO,62.5,19.0,31.22,34.1,38.92,way,tertiary,"[65315452, 258965488]",2,25,Brannan Street,1,0
67,"LINESTRING (-122.38830606804734 37.78179823552144, -122.38809638113983 37.78191181894753, -122.38807505448348 37.782111737122925, -122.38806926964108 37.782525076908264, -122.38802420999593 37.78304315778379, -122.38796611188339 37.783507242430694, -122.38789340337121 37.7846147236192, -122.38802334377449 37.78477361420571)",30,THE EMBARCADERO,62.5,19.0,31.22,34.1,38.92,way,tertiary,"[65315452, 258965488]",2,25,Brannan Street,1,0
66,"LINESTRING (-122.38830606804734 37.78179823552144, -122.38839525522097 37.781910111690856, -122.38838141443664 37.78213856483651, -122.38837481172747 37.782480149826505, -122.38820828007321 37.784631238170434, -122.38802334377449 37.78477361420571)",30,THE EMBARCADERO,62.5,19.0,31.22,34.1,38.92,way,tertiary,"[258965488, 65315452]",2,25,Brannan Street,1,0
67,"LINESTRING (-122.38830606804734 37.78179823552144, -122.38809638113983 37.78191181894753, -122.38807505448348 37.782111737122925, -122.38806926964108 37.782525076908264, -122.38802420999593 37.78304315778379, -122.38796611188339 37.783507242430694, -122.38789340337121 37.7846147236192, -122.38802334377449 37.78477361420571)",30,THE EMBARCADERO,62.5,19.0,31.22,34.1,38.92,way,tertiary,"[258965488, 65315452]",2,25,Brannan Street,1,0
67,"LINESTRING (-122.38830606804734 37.78179823552144, -122.38809638113983 37.78191181894753, -122.38807505448348 37.782111737122925, -122.38806926964108 37.782525076908264, -122.38802420999593 37.78304315778379, -122.38796611188339 37.783507242430694, -122.38789340337121 37.7846147236192, -122.38802334377449 37.78477361420571)",30,THE EMBARCADERO,62.5,19.0,31.22,34.1,38.92,way,primary,"[6311883028, 65315452]","['2', '3']",30,The Embarcadero,0,1
68,"LINESTRING (-122.38779488958166 37.787097239285806, -122.38798369717358 37.78718728580906, -122.38796705980857 37.78754912454939, -122.38799331456525 37.78792691461557, -122.38807225377619 37.78820085543927, -122.38820645474166 37.788755839161695, -122.38837956828662 37.789104392292415, -122.38851961442104 37.78937224614184, -122.38848118729011 37.78957191885586)",30,THE EMBARCADERO,57.5,18.5,30.72,33.9,37.89,way,motorway,"[32927563, 645559609]",5,50,San Francisco – Oakland Bay Bridge,0,1
69,"LINESTRING (-122.38779488958166 37.787097239285806, -122.38766964888096 37.78717474782541, -122.387661928023 37.78730661829768, -122.38772293446469 37.78803517837914, -122.38773793705595 37.78826047019397, -122.38786793313065 37.788724663592184, -122.38793014666516 37.78890739687784, -122.38803176666133 37.789129739977305, -122.3882913028871 37.7895383915937, -122.38848118729011 37.78957191885586)",30,THE EMBARCADERO,57.5,18.5,30.72,33.9,37.89,way,motorway,"[32927563, 645559609]",5,50,San Francisco – Oakland Bay Bridge,0,1
68,"LINESTRING (-122.38779488958166 37.787097239285806, -122.38798369717358 37.78718728580906, -122.38796705980857 37.78754912454939, -122.38799331456525 37.78792691461557, -122.38807225377619 37.78820085543927, -122.38820645474166 37.788755839161695, -122.38837956828662 37.789104392292415, -122.38851961442104 37.78937224614184, -122.38848118729011 37.78957191885586)",30,THE EMBARCADERO,57.5,18.5,30.72,33.9,37.89,way,motorway,"[65310547, 65286228]",5,50,San Francisco – Oakland Bay Bridge,0,1
69,"LINESTRING (-122.38779488958166 37.787097239285806, -122.38766964888096 37.78717474782541, -122.387661928023 37.78730661829768, -122.38772293446469 37.78803517837914, -122.38773793705595 37.78826047019397, -122.38786793313065 37.788724663592184, -122.38793014666516 37.78890739687784, -122.38803176666133 37.789129739977305, -122.3882913028871 37.7895383915937, -122.38848118729011 37.78957191885586)",30,THE EMBARCADERO,57.5,18.5,30.72,33.9,37.89,way,motorway,"[65310547, 65286228]",5,50,San Francisco – Oakland Bay Bridge,0,1
69,"LINESTRING (-122.38779488958166 37.787097239285806, -122.38766964888096 37.78717474782541, -122.387661928023 37.78730661829768, -122.38772293446469 37.78803517837914, -122.38773793705595 37.78826047019397, -122.38786793313065 37.788724663592184, -122.38793014666516 37.78890739687784, -122.38803176666133 37.789129739977305, -122.3882913028871 37.7895383915937, -122.38848118729011 37.78957191885586)",30,THE EMBARCADERO,57.5,18.5,30.72,33.9,37.89,way,primary,"[65290178, 6311843504]",2,30,The Embarcadero,0,1
73,"LINESTRING (-122.45160664136384 37.74360999096882, -122.4509892102004 37.74296665707507)",25,TERESITA BLVD,53.73,7.6,24.53,27.75,32.29,way,residential,"[65342548, 65323535]",2,25,"['Evelyn Way', 'Del Vale Avenue']",1,0
73,"LINESTRING (-122.45160664136384 37.74360999096882, -122.4509892102004 37.74296665707507)",25,TERESITA BLVD,53.73,7.6,24.53,27.75,32.29,way,residential,"[65323535, 65342548]",2,25,"['Evelyn Way', 'Del Vale Avenue']",1,0
75,"LINESTRING (-122.45078446553254 37.742729931707956, -122.45070045180239 37.74246838554699, -122.45064408257028 37.74222305440437)",25,TERESITA BLVD,53.73,7.6,24.53,27.75,32.29,way,residential,"[2318058072, 65355900]",2,25,Marietta Drive,0,1
75,"LINESTRING (-122.45078446553254 37.742729931707956, -122.45070045180239 37.74246838554699, -122.45064408257028 37.74222305440437)",25,TERESITA BLVD,53.73,7.6,24.53,27.75,32.29,way,residential,"[65355900, 65323538]",2,25,Marietta Drive,0,1
76,"LINESTRING (-122.45064408257028 37.74222305440437, -122.450603418264 37.741849751856584)",25,TERESITA BLVD,53.73,7.6,24.53,27.75,32.29,way,residential,"[65323543, 65362775]",nan,25,Isola Way,1,0
76,"LINESTRING (-122.45064408257028 37.74222305440437, -122.450603418264 37.741849751856584)",25,TERESITA BLVD,53.73,7.6,24.53,27.75,32.29,way,residential,"[65362775, 65323543]",nan,25,Isola Way,1,0
76,"LINESTRING (-122.45064408257028 37.74222305440437, -122.450603418264 37.741849751856584)",25,TERESITA BLVD,53.73,7.6,24.53,27.75,32.29,way,tertiary,"[65308925, 65323543]",2,25,Teresita Boulevard,1,0
76,"LINESTRING (-122.45064408257028 37.74222305440437, -122.450603418264 37.741849751856584)",25,TERESITA BLVD,53.73,7.6,24.53,27.75,32.29,way,tertiary,"[65323543, 65308925]",2,25,Teresita Boulevard,1,0
77,"LINESTRING (-122.450603418264 37.741849751856584, -122.4504232873609 37.741732940568646, -122.45007197029605 37.74156950989395, -122.44968025785779 37.741300553109035, -122.44941949436536 37.74108252542299, -122.449198466347 37.74082931197646)",25,TERESITA BLVD,53.73,7.6,24.53,27.75,32.29,way,residential,"[261482483, 65323557]",nan,25,Reposa Way,1,0
77,"LINESTRING (-122.450603418264 37.741849751856584, -122.4504232873609 37.741732940568646, -122.45007197029605 37.74156950989395, -122.44968025785779 37.741300553109035, -122.44941949436536 37.74108252542299, -122.449198466347 37.74082931197646)",25,TERESITA BLVD,53.73,7.6,24.53,27.75,32.29,way,residential,"[65323557, 261482483]",nan,25,Reposa Way,1,0
77,"LINESTRING (-122.450603418264 37.741849751856584, -122.4504232873609 37.741732940568646, -122.45007197029605 37.74156950989395, -122.44968025785779 37.741300553109035, -122.44941949436536 37.74108252542299, -122.449198466347 37.74082931197646)",25,TERESITA BLVD,53.73,7.6,24.53,27.75,32.29,way,tertiary,"[65323557, 65323543]",2,25,Teresita Boulevard,1,0
77,"LINESTRING (-122.450603418264 37.741849751856584, -122.4504232873609 37.741732940568646, -122.45007197029605 37.74156950989395, -122.44968025785779 37.741300553109035, -122.44941949436536 37.74108252542299, -122.449198466347 37.74082931197646)",25,TERESITA BLVD,53.73,7.6,24.53,27.75,32.29,way,tertiary,"[65323543, 65323557]",2,25,Teresita Boulevard,1,0
78,"LINESTRING (-122.449198466347 37.74082931197646, -122.44898223410858 37.740541374709956)",25,TERESITA BLVD,53.73,7.6,24.53,27.75,32.29,way,tertiary,"[6919467628, 65323557]",2,25,Teresita Boulevard,1,0
78,"LINESTRING (-122.449198466347 37.74082931197646, -122.44898223410858 37.740541374709956)",25,TERESITA BLVD,53.73,7.6,24.53,27.75,32.29,way,tertiary,"[65323557, 6919467628]",2,25,Teresita Boulevard,1,0
79,"LINESTRING (-122.44898223410858 37.740541374709956, -122.44859185830616 37.7402611854546, -122.44822845145649 37.740035561865284, -122.44785152330839 37.739850696191425)",25,TERESITA BLVD,53.73,7.6,24.53,27.75,32.29,way,residential,"[6919467628, 65308233]",nan,25,Sequoia Way,0,1
80,"LINESTRING (-122.44785152330839 37.739850696191425, -122.44697024829951 37.73962971997327)",25,TERESITA BLVD,40.0,5.5,33.62,37.75,42.45,way,residential,"[65323562, 65298225]",2,25,Arroyo Way,1,0
80,"LINESTRING (-122.44785152330839 37.739850696191425, -122.44697024829951 37.73962971997327)",25,TERESITA BLVD,40.0,5.5,33.62,37.75,42.45,way,residential,"[65298225, 65323562]",2,25,Arroyo Way,1,0
80,"LINESTRING (-122.44785152330839 37.739850696191425, -122.44697024829951 37.73962971997327)",25,TERESITA BLVD,40.0,5.5,33.62,37.75,42.45,way,residential,"[65296001, 65295984]",2,25,Gaviota Way,1,0
80,"LINESTRING (-122.44785152330839 37.739850696191425, -122.44697024829951 37.73962971997327)",25,TERESITA BLVD,40.0,5.5,33.62,37.75,42.45,way,residential,"[65295984, 65296001]",2,25,Gaviota Way,1,0
81,"LINESTRING (-122.44697024829951 37.73962971997327, -122.44669223887199 37.73956032624343)",25,TERESITA BLVD,40.0,5.5,33.62,37.75,42.45,way,tertiary,"[65323563, 65323562]",2,25,Teresita Boulevard,1,0
81,"LINESTRING (-122.44697024829951 37.73962971997327, -122.44669223887199 37.73956032624343)",25,TERESITA BLVD,40.0,5.5,33.62,37.75,42.45,way,tertiary,"[65323562, 65323563]",2,25,Teresita Boulevard,1,0
81,"LINESTRING (-122.44697024829951 37.73962971997327, -122.44669223887199 37.73956032624343)",25,TERESITA BLVD,40.0,5.5,33.62,37.75,42.45,way,residential,"[65323563, 261482484]",nan,25,Arroyo Way,1,0
81,"LINESTRING (-122.44697024829951 37.73962971997327, -122.44669223887199 37.73956032624343)",25,TERESITA BLVD,40.0,5.5,33.62,37.75,42.45,way,residential,"[261482484, 65323563]",nan,25,Arroyo Way,1,0
82,"LINESTRING (-122.44669223887199 37.73956032624343, -122.4463785345958 37.73932201479922, -122.4462276053627 37.73913051490765, -122.4462056032091 37.73908589982825)",25,TERESITA BLVD,40.0,5.5,33.62,37.75,42.45,way,residential,"[2317961295, 65323568]",2,25,El Sereno Court,1,0
82,"LINESTRING (-122.44669223887199 37.73956032624343, -122.4463785345958 37.73932201479922, -122.4462276053627 37.73913051490765, -122.4462056032091 37.73908589982825)",25,TERESITA BLVD,40.0,5.5,33.62,37.75,42.45,way,residential,"[65323568, 2317961295]",2,25,El Sereno Court,1,0
83,"LINESTRING (-122.4462056032091 37.73908589982825, -122.44612356829096 37.73891217772076, -122.44611117759841 37.73872418515542, -122.44618229862371 37.738375561717014)",25,TERESITA BLVD,40.0,5.5,33.62,37.75,42.45,way,residential,"[65307287, 2317961295]",2,25,Rio Court,1,0
83,"LINESTRING (-122.4462056032091 37.73908589982825, -122.44612356829096 37.73891217772076, -122.44611117759841 37.73872418515542, -122.44618229862371 37.738375561717014)",25,TERESITA BLVD,40.0,5.5,33.62,37.75,42.45,way,residential,"[2317961295, 65307287]",2,25,Rio Court,1,0
